BAST	fHbp_peptide	NHBA_peptide	NadA_peptide	PorA_VR1	PorA_VR2	MenDeVAR_Bexsero_reactivity	MenDeVAR_Trumenba_reactivity
2961	25	7	0	5-1	10-29	insufficient data	cross-reactive
2962	24	9	0	5-2	10-1	none	insufficient data
2963	16	669	0	17-6	23-6	insufficient data	cross-reactive
2964	1	120	1	19-1	15	exact match	cross-reactive
2965	83	7	0	5-1	10-1	insufficient data	insufficient data
2966	22	29	181	5	2	insufficient data	insufficient data
2967	1	1300	1	7	16	exact match	cross-reactive
2968	22	29	183	5	2	insufficient data	insufficient data
2969	584	871	0	21-2	28	insufficient data	insufficient data
2970	16	630	0	5-1	10-49	insufficient data	cross-reactive
2971	420	2	0	19-20	15	exact match	insufficient data
2972	649	24	0	7-2	13-2	insufficient data	insufficient data
2973	858	10	0	17	16-3	cross-reactive	insufficient data
2974	306	20	0	5	2	insufficient data	insufficient data
2975	19	2	0	19-1	15	exact match	cross-reactive
2976	19	2	0	19-2	15-10	exact match	cross-reactive
2977	37	180	0	5-3	2-16	cross-reactive	insufficient data
2978	13	6	0	7-4	14-6	insufficient data	cross-reactive
2979	1116	20	0	5	2	insufficient data	insufficient data
2980	37	883	0	22	14-6	cross-reactive	insufficient data
2981	1114	10	0	17	16-3	cross-reactive	insufficient data
2982	37	6	0	12-1	16	cross-reactive	insufficient data
2983	15	870	0	19-1	15-11	cross-reactive	cross-reactive
2984	102	1298	0	17	16-3	insufficient data	insufficient data
2985	1156	20	0	5	2	insufficient data	insufficient data
2986	37	89	3	22	14	cross-reactive	insufficient data
2987	245	24	0	12-1	16-8	insufficient data	insufficient data
2988	21	145	0	7-2	13-2	insufficient data	cross-reactive
2989	0	59	0	5-1	10-13	insufficient data	none
2990	14	20	0	18-1	16-4	cross-reactive	cross-reactive
2991	1	5	1	7	14	exact match	cross-reactive
2992	37	89	92	22	14	cross-reactive	insufficient data
2993	1007	129	0	7-2	1-5	insufficient data	insufficient data
2994	1	3	1	7-2	30-4	exact match	cross-reactive
2995	4	1306	0	18	25-15	cross-reactive	cross-reactive
2996	19	1308	0	18-1	34	insufficient data	cross-reactive
2997	1149	18	0	22	14	insufficient data	insufficient data
2998	99	20	0	5	2	insufficient data	insufficient data
2999	4	21	0	22-1	14	cross-reactive	cross-reactive
3000	90	18	0	22	14-3	insufficient data	insufficient data
3001	522	24	0	19	15	insufficient data	insufficient data
3002	13	1324	0	21-7	16	insufficient data	cross-reactive
3003	1	3	1	7	30	exact match	cross-reactive
3004	4	1175	0	7-2	4	exact match	cross-reactive
3005	9	0	6	5	2	cross-reactive	insufficient data
3006	13	53	0	5	2	insufficient data	cross-reactive
3007	13	0	0	5-1	10-8	insufficient data	cross-reactive
3008	14	0	21	7-1	1	cross-reactive	cross-reactive
3009	19	6	0	22	14	none	cross-reactive
3010	19	2	0	5	10-2	exact match	cross-reactive
3011	19	2	0	18	25-10	exact match	cross-reactive
3012	22	29	121	0	0	insufficient data	insufficient data
3013	23	20	0	5-1	10-8	insufficient data	cross-reactive
3014	29	8	0	5-2	10-2	insufficient data	insufficient data
3015	47	118	0	18-1	13-2	insufficient data	cross-reactive
3016	47	24	0	21	16-36	insufficient data	cross-reactive
3017	59	197	0	19	13-1	none	insufficient data
3018	74	359	0	5-1	10-1	insufficient data	insufficient data
3019	94	20	0	5-1	10-8	insufficient data	insufficient data
3020	100	130	0	18	25	insufficient data	insufficient data
3021	104	8	0	5-2	10-58	insufficient data	insufficient data
3022	104	8	0	5-1	2-2	insufficient data	insufficient data
3023	119	24	0	7	16-36	insufficient data	insufficient data
3024	160	81	0	21	16	insufficient data	insufficient data
3025	174	24	0	21	16-36	insufficient data	insufficient data
3026	197	114	0	18-24	3	insufficient data	insufficient data
3027	245	118	0	19-2	13-1	insufficient data	insufficient data
3028	291	20	0	5-1	10-8	insufficient data	insufficient data
3029	260	20	0	0	14	insufficient data	insufficient data
3030	322	20	0	7-13	14	insufficient data	insufficient data
3031	297	24	0	21	16-36	insufficient data	insufficient data
3032	390	29	0	22	14	insufficient data	insufficient data
3033	390	20	0	22	14	insufficient data	insufficient data
3034	827	1334	0	18-7	9	insufficient data	insufficient data
3035	207	1332	0	21-2	28	insufficient data	insufficient data
3036	1	1333	1	7	16	exact match	cross-reactive
3037	0	59	185	19	15	insufficient data	none
3038	1170	18	0	22	14	insufficient data	insufficient data
3039	21	92	100	7	16-26	insufficient data	cross-reactive
3040	13	266	8	5-1	10-8	exact match	cross-reactive
3041	22	503	0	5	2	insufficient data	insufficient data
3042	391	358	0	5-1	10-1	insufficient data	insufficient data
3043	393	8	0	5-2	10-2	insufficient data	insufficient data
3044	444	20	0	5-1	10-8	insufficient data	insufficient data
3045	490	20	0	5-1	10-8	insufficient data	insufficient data
3046	462	20	0	5-1	10-8	insufficient data	insufficient data
3047	515	20	0	5-1	10-1	insufficient data	insufficient data
3048	510	29	0	18-1	30-8	insufficient data	cross-reactive
3049	763	8	0	5-2	10-2	insufficient data	insufficient data
3050	808	20	0	5-1	10-8	insufficient data	insufficient data
3051	907	20	0	5-1	10-8	insufficient data	insufficient data
3052	926	20	0	5-1	10-8	insufficient data	insufficient data
3053	1047	20	0	5-1	10-8	insufficient data	insufficient data
3054	1078	526	0	18	25-10	insufficient data	insufficient data
3055	1071	376	1	7	16	insufficient data	insufficient data
3056	1130	2	0	7-2	4	exact match	insufficient data
3057	1132	3	1	19	15	insufficient data	insufficient data
3058	13	114	0	5	2	insufficient data	cross-reactive
3059	495	21	0	22-1	14	insufficient data	insufficient data
3060	1148	20	0	5-1	10-37	insufficient data	insufficient data
3061	1183	3	25	7-2	16	insufficient data	insufficient data
3062	1183	3	1	7	16	insufficient data	insufficient data
3063	25	24	0	22	14-11	insufficient data	cross-reactive
3064	133	2	0	21	15	exact match	insufficient data
3065	25	24	0	21	16-36	insufficient data	cross-reactive
3066	25	9	0	22	14-6	none	cross-reactive
3067	25	25	0	22	14-6	none	cross-reactive
3068	21	53	0	21	4	exact match	cross-reactive
3069	669	101	0	19-1	13-1	insufficient data	insufficient data
3070	25	125	0	22	14-6	insufficient data	cross-reactive
3071	16	61	0	7-2	13-1	insufficient data	cross-reactive
3072	25	22	0	22	14-6	insufficient data	cross-reactive
3073	25	42	0	22	14-6	insufficient data	cross-reactive
3074	25	24	0	7-4	1	insufficient data	cross-reactive
3075	1148	43	0	22	14-6	insufficient data	insufficient data
3076	1184	3	1	7-2	13-9	insufficient data	insufficient data
3077	25	0	0	22	14-6	none	cross-reactive
3078	15	0	0	19-1	15-11	cross-reactive	cross-reactive
3079	499	115	122	18-1	25	insufficient data	insufficient data
3080	321	243	21	7	16-117	cross-reactive	insufficient data
3081	30	1299	0	5-1	10-4	insufficient data	cross-reactive
3082	1182	3	188	7	16	insufficient data	insufficient data
3083	160	17	0	22	9	insufficient data	insufficient data
3084	885	18	0	22	14	insufficient data	insufficient data
3085	85	18	0	21	16	insufficient data	insufficient data
3086	31	29	0	22	14	insufficient data	insufficient data
3087	740	18	0	22	14	insufficient data	insufficient data
3088	952	18	0	22	14	insufficient data	insufficient data
3089	15	948	0	19-1	15-11	cross-reactive	cross-reactive
3090	1	3	1	7-9	13	exact match	cross-reactive
3091	31	122	0	22	16	insufficient data	insufficient data
3092	1084	29	6	5	2	cross-reactive	insufficient data
3093	30	21	0	19-1	15-11	insufficient data	cross-reactive
3094	144	29	1	5-1	10-4	cross-reactive	insufficient data
3095	1064	2	0	22	14	exact match	insufficient data
3096	364	18	0	22	14	insufficient data	insufficient data
3097	19	2	0	7-2	9	exact match	cross-reactive
3098	4	10	0	18	25-54	cross-reactive	cross-reactive
3099	319	10	0	18-45	25-11	cross-reactive	insufficient data
3100	4	10	0	18	25-88	cross-reactive	cross-reactive
3101	119	24	0	21	16-59	insufficient data	insufficient data
3102	1102	10	0	18	25-14	cross-reactive	insufficient data
3103	321	9	8	22-11	15-25	exact match	insufficient data
3104	24	125	0	22	14-6	insufficient data	insufficient data
3105	437	8	0	5-2	10-2	insufficient data	insufficient data
3106	25	24	1	22	14-6	insufficient data	cross-reactive
3107	25	24	2	22	14-6	insufficient data	cross-reactive
3108	25	639	0	18-8	3	insufficient data	cross-reactive
3109	25	827	0	5-11	10-4	insufficient data	cross-reactive
3110	25	42	0	5-11	10-22	insufficient data	cross-reactive
3111	25	42	0	5-11	10-62	insufficient data	cross-reactive
3112	25	1272	0	5-2	10-1	insufficient data	cross-reactive
3113	95	9	0	5-1	10-1	insufficient data	insufficient data
3114	25	989	0	5-11	10-62	insufficient data	cross-reactive
3115	25	691	0	7-2	13-1	insufficient data	cross-reactive
3116	1	42	0	19-36	15-39	exact match	cross-reactive
3117	1	43	0	5	2	exact match	cross-reactive
3118	1	691	0	5-11	10-4	exact match	cross-reactive
3119	1	94	0	5	2	exact match	cross-reactive
3120	1	45	0	7-42	1-10	exact match	cross-reactive
3121	1	45	0	7-1	1-10	exact match	cross-reactive
3122	1	511	2	19-15	15	exact match	cross-reactive
3123	2	24	0	22	14-6	insufficient data	insufficient data
3124	3	24	0	5-1	10-13	insufficient data	insufficient data
3125	5	25	0	22	14-6	insufficient data	insufficient data
3126	8	24	0	22	14-6	insufficient data	insufficient data
3127	8	24	0	21	16-36	insufficient data	insufficient data
3128	19	43	0	5	2	none	cross-reactive
3129	19	24	0	5	2	insufficient data	cross-reactive
3130	19	839	0	18-8	3	insufficient data	cross-reactive
3131	24	43	0	5	2	none	insufficient data
3132	41	24	0	22	14-6	insufficient data	insufficient data
3133	321	9	0	22-11	15-25	insufficient data	insufficient data
3134	41	24	1	5-1	10-8	insufficient data	insufficient data
3135	166	45	1	19-36	15-69	insufficient data	insufficient data
3136	158	42	0	22	14-6	insufficient data	insufficient data
3137	143	24	0	22	14-6	insufficient data	insufficient data
3138	189	24	2	19-36	15-39	insufficient data	insufficient data
3139	229	24	0	19-36	15-39	insufficient data	insufficient data
3140	169	24	0	22	14-6	insufficient data	insufficient data
3141	169	125	0	7-4	1	insufficient data	insufficient data
3142	269	43	0	5-1	10-8	insufficient data	insufficient data
3143	497	42	0	5-11	10-62	insufficient data	insufficient data
3144	277	24	0	22	14-6	insufficient data	insufficient data
3145	264	24	0	22	14-6	insufficient data	insufficient data
3146	264	24	0	22	14-7	insufficient data	insufficient data
3147	264	25	0	22	14-7	insufficient data	insufficient data
3148	671	24	0	7-1	1	insufficient data	insufficient data
3149	801	25	0	22	14-6	insufficient data	insufficient data
3150	789	25	0	22	14-6	insufficient data	insufficient data
3151	789	125	0	22	14-6	insufficient data	insufficient data
3152	789	24	0	22	14-6	insufficient data	insufficient data
3153	735	24	2	7-1	1	insufficient data	insufficient data
3154	735	24	0	22	14-6	insufficient data	insufficient data
3155	995	24	0	22	14-6	insufficient data	insufficient data
3156	891	989	0	22	14-6	insufficient data	insufficient data
3157	1034	125	0	22	14-6	insufficient data	insufficient data
3158	892	24	1	22	14-6	insufficient data	insufficient data
3159	1035	24	0	22	14-6	insufficient data	insufficient data
3160	106	122	0	19	13-15	insufficient data	insufficient data
3161	21	20	0	7-2	4-11	insufficient data	cross-reactive
3162	1077	145	0	18-4	25	insufficient data	insufficient data
3163	4	10	0	18	25-89	cross-reactive	cross-reactive
3164	119	1273	0	18	25-14	insufficient data	insufficient data
3165	1205	43	0	22	14-6	insufficient data	insufficient data
3166	19	2	0	18	10-2	exact match	cross-reactive
3167	104	8	0	5-2	10-1	insufficient data	insufficient data
3168	16	601	0	22-36	25-89	insufficient data	cross-reactive
3169	1206	7	0	5-1	10-1	insufficient data	insufficient data
3170	0	20	1	12-1	13-1	insufficient data	none
3171	839	782	8	7-4	1	exact match	insufficient data
3172	90	18	161	22	14	insufficient data	insufficient data
3173	1149	18	161	22	14	insufficient data	insufficient data
3174	16	1348	0	17-6	23	insufficient data	cross-reactive
3175	15	21	0	18-1	3-23	cross-reactive	cross-reactive
3176	224	3	100	12-6	16-169	insufficient data	insufficient data
3177	1	20	1	19	15	exact match	cross-reactive
3178	21	2	0	22	14-49	exact match	cross-reactive
3179	260	20	0	7-12	14	insufficient data	insufficient data
3180	174	3	0	7	16	insufficient data	insufficient data
3181	15	21	0	19-1	15-50	cross-reactive	cross-reactive
3182	4	1305	0	7-2	13-7	cross-reactive	cross-reactive
3183	1	550	1	19	15	exact match	cross-reactive
3184	208	240	0	12-1	13-6	insufficient data	insufficient data
3185	83	34	0	5-1	10-4	insufficient data	insufficient data
3186	4	21	0	19-1	15-11	cross-reactive	cross-reactive
3187	4	643	0	7-2	4	exact match	cross-reactive
3188	4	1381	0	12-1	16	cross-reactive	cross-reactive
3189	4	1382	0	12-1	16	cross-reactive	cross-reactive
3190	9	96	0	5	2	insufficient data	insufficient data
3191	13	20	0	7-1	1	insufficient data	cross-reactive
3192	14	20	0	22	14	cross-reactive	cross-reactive
3193	14	188	0	12-3	4	exact match	cross-reactive
3194	15	20	0	7-2	4	exact match	cross-reactive
3195	25	24	0	5-1	2-90	insufficient data	cross-reactive
3196	27	798	0	21-15	16	insufficient data	insufficient data
3197	69	21	0	22	9	insufficient data	insufficient data
3198	106	122	0	12-1	13-2	insufficient data	insufficient data
3199	111	704	0	18-11	42	insufficient data	insufficient data
3200	499	8	0	5-1	2-2	insufficient data	insufficient data
3201	685	20	0	22	14	insufficient data	insufficient data
3202	22	1380	6	5	2	cross-reactive	insufficient data
3203	21	1383	0	5-1	10-4	insufficient data	cross-reactive
3204	1216	8	0	5-1	2-2	insufficient data	insufficient data
3205	510	29	1	18-1	30-5	insufficient data	cross-reactive
3206	510	29	1	18-1	34	insufficient data	cross-reactive
3207	1	3	1	19-5	15-9	exact match	cross-reactive
3208	4	1010	0	18	25-15	cross-reactive	cross-reactive
3209	101	1305	0	19-1	13-9	insufficient data	insufficient data
3210	1212	114	0	21-7	16	insufficient data	insufficient data
3211	100	2	0	18	25-1	exact match	insufficient data
3212	45	18	0	22	9	none	exact match
3213	4	10	0	17-4	9	cross-reactive	cross-reactive
3214	16	29	1	18-1	30-8	insufficient data	cross-reactive
3215	21	115	3	22	14	cross-reactive	cross-reactive
3216	22	29	6	5	2-7	cross-reactive	insufficient data
3217	16	101	8	7-2	15	exact match	cross-reactive
3218	13	114	8	21-7	16	exact match	cross-reactive
3219	268	114	91	21-7	14	insufficient data	insufficient data
3220	1213	3	100	7	16-26	insufficient data	insufficient data
3221	1217	2	0	12-1	16	exact match	insufficient data
3222	13	114	0	21-7	16-12	insufficient data	cross-reactive
3223	12	12	0	7-1	1	cross-reactive	insufficient data
3224	4	2	0	12-1	16-129	exact match	cross-reactive
3225	19	31	0	17-1	1	none	cross-reactive
3226	4	2	0	12-1	16-20	exact match	cross-reactive
3227	19	243	0	17-8	16-135	cross-reactive	cross-reactive
3228	16	21	0	22-1	16-143	insufficient data	cross-reactive
3229	319	10	0	18	25-66	cross-reactive	insufficient data
3230	19	2	0	19	13-2	exact match	cross-reactive
3231	1214	58	0	7	30-3	insufficient data	insufficient data
3232	24	29	0	19-3	15	insufficient data	insufficient data
3233	21	20	0	7-2	2	insufficient data	cross-reactive
3234	23	130	0	7-4	1-12	insufficient data	cross-reactive
3235	683	255	0	17-1	23-3	insufficient data	insufficient data
3236	19	10	0	22	14-6	cross-reactive	cross-reactive
3237	19	42	0	21-2	28-7	insufficient data	cross-reactive
3238	102	58	0	7	30-11	insufficient data	insufficient data
3239	13	114	0	18	25-81	insufficient data	cross-reactive
3240	16	669	0	17-6	23-2	insufficient data	cross-reactive
3241	527	17	0	22	9	insufficient data	insufficient data
3242	584	1335	0	7-1	4	exact match	insufficient data
3243	14	24	0	12-1	13	cross-reactive	cross-reactive
3244	94	145	0	18-4	25-15	insufficient data	insufficient data
3245	19	2	0	18-7	9	exact match	cross-reactive
3246	19	116	0	5-1	10-4	insufficient data	cross-reactive
3247	14	2	0	5-1	10-8	exact match	cross-reactive
3248	203	9	0	18-1	30-3	insufficient data	insufficient data
3249	12	12	0	5-1	2-58	cross-reactive	insufficient data
3250	19	17	0	17	16-30	none	cross-reactive
3251	16	115	0	22-1	14-15	insufficient data	cross-reactive
3252	1215	114	0	17-8	9	insufficient data	insufficient data
3253	15	21	0	21	16	cross-reactive	cross-reactive
3254	14	2	0	21	16-16	exact match	cross-reactive
3255	102	58	0	7	30-6	insufficient data	insufficient data
3256	24	101	0	7-2	13-1	insufficient data	insufficient data
3257	16	21	0	5-1	10-4	insufficient data	cross-reactive
3258	233	869	0	22	14-6	insufficient data	insufficient data
3259	16	21	0	17-1	10-2	insufficient data	cross-reactive
3260	94	145	0	18-4	25-83	insufficient data	insufficient data
3261	19	10	0	21	16	cross-reactive	cross-reactive
3262	16	115	0	22-1	14-19	insufficient data	cross-reactive
3263	893	18	0	5-1	10-26	insufficient data	insufficient data
3264	47	29	0	7-2	4	exact match	cross-reactive
3265	177	197	0	19-1	13-1	insufficient data	insufficient data
3266	16	21	0	5-1	2-28	insufficient data	cross-reactive
3267	1218	24	0	5-1	2-90	insufficient data	insufficient data
3268	13	20	0	7-36	0	insufficient data	cross-reactive
3269	1	120	1	19	15-21	exact match	cross-reactive
3270	1	120	1	19-43	13-2	exact match	cross-reactive
3271	2	20	0	22	14	insufficient data	insufficient data
3272	15	88	0	19-1	3	cross-reactive	cross-reactive
3273	4	10	0	18	25-96	cross-reactive	cross-reactive
3274	16	20	0	5-2	3	insufficient data	cross-reactive
3275	16	54	0	5-1	10-4	insufficient data	cross-reactive
3276	16	1172	0	12-8	16-52	insufficient data	cross-reactive
3277	19	6	0	5-2	10-3	none	cross-reactive
3278	1222	72	0	21	4	exact match	insufficient data
3279	24	47	0	22	14-6	none	insufficient data
3280	25	13	0	18-1	1-20	insufficient data	cross-reactive
3281	30	58	0	7	30-2	insufficient data	cross-reactive
3282	30	58	0	7	30	insufficient data	cross-reactive
3283	45	17	0	22	9	none	exact match
3284	106	13	0	18-1	3	insufficient data	insufficient data
